Length,GeneticVariance,SelectionIntensity,SelectionAccuracy,ResponsetoSelection
3,0.5,0.2,0.5,0.016666667
3,0.5,0.2,0.6,0.02
3,0.5,0.2,0.7,0.023333333
3,0.5,0.2,0.8,0.026666667
3,0.5,0.2,0.9,0.03
3,0.5,0.2,1,0.033333333
3,0.5,0.3,0,0
3,0.5,0.3,0.1,0.005
3,0.5,0.3,0.2,0.01
3,0.5,0.3,0.3,0.015
3,0.5,0.3,0.4,0.02
3,0.5,0.3,0.5,0.025
3,0.5,0.3,0.6,0.03
3,0.5,0.3,0.7,0.035
3,0.5,0.3,0.8,0.04
3,0.5,0.3,0.9,0.045
3,0.5,0.3,1,0.05
3,0.5,0.4,0,0
3,0.5,0.4,0.1,0.006666667
3,0.5,0.4,0.2,0.013333333
3,0.5,0.4,0.3,0.02
3,0.5,0.4,0.4,0.026666667
3,0.5,0.4,0.5,0.033333333
3,0.5,0.4,0.6,0.04
3,0.5,0.4,0.7,0.046666667
3,0.5,0.4,0.8,0.053333333
3,0.5,0.4,0.9,0.06
3,0.5,0.4,1,0.066666667
3,0.5,0.5,0,0
3,0.5,0.5,0.1,0.008333333
3,0.5,0.5,0.2,0.016666667
3,0.5,0.5,0.3,0.025
3,0.5,0.5,0.4,0.033333333
3,0.5,0.5,0.5,0.041666667
3,0.5,0.5,0.6,0.05
3,0.5,0.5,0.7,0.058333333
3,0.5,0.5,0.8,0.066666667
3,0.5,0.5,0.9,0.075
3,0.5,0.5,1,0.083333333
3,0.5,0.6,0,0
3,0.5,0.6,0.1,0.01
3,0.5,0.6,0.2,0.02
3,0.5,0.6,0.3,0.03
3,0.5,0.6,0.4,0.04
3,0.5,0.6,0.5,0.05
3,0.5,0.6,0.6,0.06
3,0.5,0.6,0.7,0.07
3,0.5,0.6,0.8,0.08
3,0.5,0.6,0.9,0.09
3,0.5,0.6,1,0.1
3,0.5,0.7,0,0
3,0.5,0.7,0.1,0.011666667
3,0.5,0.7,0.2,0.023333333
3,0.5,0.7,0.3,0.035
3,0.5,0.7,0.4,0.046666667
3,0.5,0.7,0.5,0.058333333
3,0.5,0.7,0.6,0.07
3,0.5,0.7,0.7,0.081666667
3,0.5,0.7,0.8,0.093333333
3,0.5,0.7,0.9,0.105
3,0.5,0.7,1,0.116666667
3,0.5,0.8,0,0
3,0.5,0.8,0.1,0.013333333
3,0.5,0.8,0.2,0.026666667
3,0.5,0.8,0.3,0.04
3,0.5,0.8,0.4,0.053333333
3,0.5,0.8,0.5,0.066666667
3,0.5,0.8,0.6,0.08
3,0.5,0.8,0.7,0.093333333
3,0.5,0.8,0.8,0.106666667
3,0.5,0.8,0.9,0.12
3,0.5,0.8,1,0.133333333
3,0.5,0.9,0,0
3,0.5,0.9,0.1,0.015
3,0.5,0.9,0.2,0.03
3,0.5,0.9,0.3,0.045
3,0.5,0.9,0.4,0.06
3,0.5,0.9,0.5,0.075
3,0.5,0.9,0.6,0.09
3,0.5,0.9,0.7,0.105
3,0.5,0.9,0.8,0.12
3,0.5,0.9,0.9,0.135
3,0.5,0.9,1,0.15
3,0.5,1,0,0
3,0.5,1,0.1,0.016666667
3,0.5,1,0.2,0.033333333
3,0.5,1,0.3,0.05
3,0.5,1,0.4,0.066666667
3,0.5,1,0.5,0.083333333
3,0.5,1,0.6,0.1
3,0.5,1,0.7,0.116666667
3,0.5,1,0.8,0.133333333
3,0.5,1,0.9,0.15
3,0.5,1,1,0.166666667
3,0.6,0,0,0
3,0.6,0,0.1,0
3,0.6,0,0.2,0
3,0.6,0,0.3,0
3,0.6,0,0.4,0
3,0.6,0,0.5,0
3,0.6,0,0.6,0
3,0.6,0,0.7,0
3,0.6,0,0.8,0
3,0.6,0,0.9,0
3,0.6,0,1,0
3,0.6,0.1,0,0
3,0.6,0.1,0.1,0.002
3,0.6,0.1,0.2,0.004
3,0.6,0.1,0.3,0.006
3,0.6,0.1,0.4,0.008
3,0.6,0.1,0.5,0.01
3,0.6,0.1,0.6,0.012
3,0.6,0.1,0.7,0.014
3,0.6,0.1,0.8,0.016
3,0.6,0.1,0.9,0.018
3,0.6,0.1,1,0.02
3,0.6,0.2,0,0
3,0.6,0.2,0.1,0.004
3,0.6,0.2,0.2,0.008
3,0.6,0.2,0.3,0.012
3,0.6,0.2,0.4,0.016
3,0.6,0.2,0.5,0.02
3,0.6,0.2,0.6,0.024
3,0.6,0.2,0.7,0.028
3,0.6,0.2,0.8,0.032
3,0.6,0.2,0.9,0.036
3,0.6,0.2,1,0.04
3,0.6,0.3,0,0
3,0.6,0.3,0.1,0.006
3,0.6,0.3,0.2,0.012
3,0.6,0.3,0.3,0.018
3,0.6,0.3,0.4,0.024
3,0.6,0.3,0.5,0.03
3,0.6,0.3,0.6,0.036
3,0.6,0.3,0.7,0.042
3,0.6,0.3,0.8,0.048
3,0.6,0.3,0.9,0.054
3,0.6,0.3,1,0.06
3,0.6,0.4,0,0
3,0.6,0.4,0.1,0.008
3,0.6,0.4,0.2,0.016
3,0.6,0.4,0.3,0.024
3,0.6,0.4,0.4,0.032
3,0.6,0.4,0.5,0.04
3,0.6,0.4,0.6,0.048
3,0.6,0.4,0.7,0.056
3,0.6,0.4,0.8,0.064
3,0.6,0.4,0.9,0.072
3,0.6,0.4,1,0.08
3,0.6,0.5,0,0
3,0.6,0.5,0.1,0.01
3,0.6,0.5,0.2,0.02
3,0.6,0.5,0.3,0.03
3,0.6,0.5,0.4,0.04
3,0.6,0.5,0.5,0.05
3,0.6,0.5,0.6,0.06
3,0.6,0.5,0.7,0.07
3,0.6,0.5,0.8,0.08
3,0.6,0.5,0.9,0.09
3,0.6,0.5,1,0.1
3,0.6,0.6,0,0
3,0.6,0.6,0.1,0.012
3,0.6,0.6,0.2,0.024
3,0.6,0.6,0.3,0.036
3,0.6,0.6,0.4,0.048
3,0.6,0.6,0.5,0.06
3,0.6,0.6,0.6,0.072
3,0.6,0.6,0.7,0.084
3,0.6,0.6,0.8,0.096
3,0.6,0.6,0.9,0.108
3,0.6,0.6,1,0.12
3,0.6,0.7,0,0
3,0.6,0.7,0.1,0.014
3,0.6,0.7,0.2,0.028
3,0.6,0.7,0.3,0.042
3,0.6,0.7,0.4,0.056
3,0.6,0.7,0.5,0.07
3,0.6,0.7,0.6,0.084
3,0.6,0.7,0.7,0.098
3,0.6,0.7,0.8,0.112
3,0.6,0.7,0.9,0.126
3,0.6,0.7,1,0.14
3,0.6,0.8,0,0
3,0.6,0.8,0.1,0.016
3,0.6,0.8,0.2,0.032
3,0.6,0.8,0.3,0.048
3,0.6,0.8,0.4,0.064
3,0.6,0.8,0.5,0.08
3,0.6,0.8,0.6,0.096
3,0.6,0.8,0.7,0.112
3,0.6,0.8,0.8,0.128
3,0.6,0.8,0.9,0.144
3,0.6,0.8,1,0.16
3,0.6,0.9,0,0
3,0.6,0.9,0.1,0.018
3,0.6,0.9,0.2,0.036
3,0.6,0.9,0.3,0.054
3,0.6,0.9,0.4,0.072
3,0.6,0.9,0.5,0.09
3,0.6,0.9,0.6,0.108
3,0.6,0.9,0.7,0.126
3,0.6,0.9,0.8,0.144
3,0.6,0.9,0.9,0.162
3,0.6,0.9,1,0.18
3,0.6,1,0,0
3,0.6,1,0.1,0.02
3,0.6,1,0.2,0.04
3,0.6,1,0.3,0.06
3,0.6,1,0.4,0.08
3,0.6,1,0.5,0.1
3,0.6,1,0.6,0.12
3,0.6,1,0.7,0.14
3,0.6,1,0.8,0.16
3,0.6,1,0.9,0.18
3,0.6,1,1,0.2
3,0.7,0,0,0
3,0.7,0,0.1,0
3,0.7,0,0.2,0
3,0.7,0,0.3,0
3,0.7,0,0.4,0
3,0.7,0,0.5,0
3,0.7,0,0.6,0
3,0.7,0,0.7,0
3,0.7,0,0.8,0
3,0.7,0,0.9,0
3,0.7,0,1,0
3,0.7,0.1,0,0
3,0.7,0.1,0.1,0.002333333
3,0.7,0.1,0.2,0.004666667
3,0.7,0.1,0.3,0.007
3,0.7,0.1,0.4,0.009333333
3,0.7,0.1,0.5,0.011666667
3,0.7,0.1,0.6,0.014
3,0.7,0.1,0.7,0.016333333
3,0.7,0.1,0.8,0.018666667
3,0.7,0.1,0.9,0.021
3,0.7,0.1,1,0.023333333
3,0.7,0.2,0,0
3,0.7,0.2,0.1,0.004666667
3,0.7,0.2,0.2,0.009333333
3,0.7,0.2,0.3,0.014
3,0.7,0.2,0.4,0.018666667
3,0.7,0.2,0.5,0.023333333
3,0.7,0.2,0.6,0.028
3,0.7,0.2,0.7,0.032666667
3,0.7,0.2,0.8,0.037333333
3,0.7,0.2,0.9,0.042
3,0.7,0.2,1,0.046666667
3,0.7,0.3,0,0
3,0.7,0.3,0.1,0.007
3,0.7,0.3,0.2,0.014
3,0.7,0.3,0.3,0.021
3,0.7,0.3,0.4,0.028
3,0.7,0.3,0.5,0.035
3,0.7,0.3,0.6,0.042
3,0.7,0.3,0.7,0.049
3,0.7,0.3,0.8,0.056
3,0.7,0.3,0.9,0.063
3,0.7,0.3,1,0.07
3,0.7,0.4,0,0
3,0.7,0.4,0.1,0.009333333
3,0.7,0.4,0.2,0.018666667
3,0.7,0.4,0.3,0.028
3,0.7,0.4,0.4,0.037333333
3,0.7,0.4,0.5,0.046666667
3,0.7,0.4,0.6,0.056
3,0.7,0.4,0.7,0.065333333
3,0.7,0.4,0.8,0.074666667
3,0.7,0.4,0.9,0.084
3,0.7,0.4,1,0.093333333
3,0.7,0.5,0,0
3,0.7,0.5,0.1,0.011666667
3,0.7,0.5,0.2,0.023333333
3,0.7,0.5,0.3,0.035
3,0.7,0.5,0.4,0.046666667
3,0.7,0.5,0.5,0.058333333
3,0.7,0.5,0.6,0.07
3,0.7,0.5,0.7,0.081666667
3,0.7,0.5,0.8,0.093333333
3,0.7,0.5,0.9,0.105
3,0.7,0.5,1,0.116666667
3,0.7,0.6,0,0
3,0.7,0.6,0.1,0.014
3,0.7,0.6,0.2,0.028
3,0.7,0.6,0.3,0.042
3,0.7,0.6,0.4,0.056
3,0.7,0.6,0.5,0.07
3,0.7,0.6,0.6,0.084
3,0.7,0.6,0.7,0.098
3,0.7,0.6,0.8,0.112
3,0.7,0.6,0.9,0.126
3,0.7,0.6,1,0.14
3,0.7,0.7,0,0
3,0.7,0.7,0.1,0.016333333
3,0.7,0.7,0.2,0.032666667
3,0.7,0.7,0.3,0.049
3,0.7,0.7,0.4,0.065333333
3,0.7,0.7,0.5,0.081666667
3,0.7,0.7,0.6,0.098
3,0.7,0.7,0.7,0.114333333
3,0.7,0.7,0.8,0.130666667
3,0.7,0.7,0.9,0.147
3,0.7,0.7,1,0.163333333
3,0.7,0.8,0,0
3,0.7,0.8,0.1,0.018666667
3,0.7,0.8,0.2,0.037333333
3,0.7,0.8,0.3,0.056
3,0.7,0.8,0.4,0.074666667
3,0.7,0.8,0.5,0.093333333
3,0.7,0.8,0.6,0.112
3,0.7,0.8,0.7,0.130666667
3,0.7,0.8,0.8,0.149333333
3,0.7,0.8,0.9,0.168
3,0.7,0.8,1,0.186666667
3,0.7,0.9,0,0
3,0.7,0.9,0.1,0.021
3,0.7,0.9,0.2,0.042
3,0.7,0.9,0.3,0.063
3,0.7,0.9,0.4,0.084
3,0.7,0.9,0.5,0.105
3,0.7,0.9,0.6,0.126
3,0.7,0.9,0.7,0.147
3,0.7,0.9,0.8,0.168
3,0.7,0.9,0.9,0.189
3,0.7,0.9,1,0.21
3,0.7,1,0,0
3,0.7,1,0.1,0.023333333
3,0.7,1,0.2,0.046666667
3,0.7,1,0.3,0.07
3,0.7,1,0.4,0.093333333
3,0.7,1,0.5,0.116666667
3,0.7,1,0.6,0.14
3,0.7,1,0.7,0.163333333
3,0.7,1,0.8,0.186666667
3,0.7,1,0.9,0.21
3,0.7,1,1,0.233333333
3,0.8,0,0,0
3,0.8,0,0.1,0
3,0.8,0,0.2,0
3,0.8,0,0.3,0
3,0.8,0,0.4,0
3,0.8,0,0.5,0
3,0.8,0,0.6,0
3,0.8,0,0.7,0
3,0.8,0,0.8,0
3,0.8,0,0.9,0
3,0.8,0,1,0
3,0.8,0.1,0,0
3,0.8,0.1,0.1,0.002666667
3,0.8,0.1,0.2,0.005333333
3,0.8,0.1,0.3,0.008
3,0.8,0.1,0.4,0.010666667
3,0.8,0.1,0.5,0.013333333
3,0.8,0.1,0.6,0.016
3,0.8,0.1,0.7,0.018666667
3,0.8,0.1,0.8,0.021333333
3,0.8,0.1,0.9,0.024
3,0.8,0.1,1,0.026666667
3,0.8,0.2,0,0
3,0.8,0.2,0.1,0.005333333
3,0.8,0.2,0.2,0.010666667
3,0.8,0.2,0.3,0.016
3,0.8,0.2,0.4,0.021333333
3,0.8,0.2,0.5,0.026666667
3,0.8,0.2,0.6,0.032
3,0.8,0.2,0.7,0.037333333
3,0.8,0.2,0.8,0.042666667
3,0.8,0.2,0.9,0.048
3,0.8,0.2,1,0.053333333
3,0.8,0.3,0,0
3,0.8,0.3,0.1,0.008
3,0.8,0.3,0.2,0.016
3,0.8,0.3,0.3,0.024
3,0.8,0.3,0.4,0.032
3,0.8,0.3,0.5,0.04
3,0.8,0.3,0.6,0.048
3,0.8,0.3,0.7,0.056
3,0.8,0.3,0.8,0.064
3,0.8,0.3,0.9,0.072
3,0.8,0.3,1,0.08
3,0.8,0.4,0,0
3,0.8,0.4,0.1,0.010666667
3,0.8,0.4,0.2,0.021333333
3,0.8,0.4,0.3,0.032
3,0.8,0.4,0.4,0.042666667
3,0.8,0.4,0.5,0.053333333
3,0.8,0.4,0.6,0.064
3,0.8,0.4,0.7,0.074666667
3,0.8,0.4,0.8,0.085333333
3,0.8,0.4,0.9,0.096
3,0.8,0.4,1,0.106666667
3,0.8,0.5,0,0
3,0.8,0.5,0.1,0.013333333
3,0.8,0.5,0.2,0.026666667
3,0.8,0.5,0.3,0.04
3,0.8,0.5,0.4,0.053333333
3,0.8,0.5,0.5,0.066666667
3,0.8,0.5,0.6,0.08
3,0.8,0.5,0.7,0.093333333
3,0.8,0.5,0.8,0.106666667
3,0.8,0.5,0.9,0.12
3,0.8,0.5,1,0.133333333
3,0.8,0.6,0,0
3,0.8,0.6,0.1,0.016
3,0.8,0.6,0.2,0.032
3,0.8,0.6,0.3,0.048
3,0.8,0.6,0.4,0.064
3,0.8,0.6,0.5,0.08
3,0.8,0.6,0.6,0.096
3,0.8,0.6,0.7,0.112
3,0.8,0.6,0.8,0.128
3,0.8,0.6,0.9,0.144
3,0.8,0.6,1,0.16
3,0.8,0.7,0,0
3,0.8,0.7,0.1,0.018666667
3,0.8,0.7,0.2,0.037333333
3,0.8,0.7,0.3,0.056
3,0.8,0.7,0.4,0.074666667
3,0.8,0.7,0.5,0.093333333
3,0.8,0.7,0.6,0.112
3,0.8,0.7,0.7,0.130666667
3,0.8,0.7,0.8,0.149333333
3,0.8,0.7,0.9,0.168
3,0.8,0.7,1,0.186666667
3,0.8,0.8,0,0
3,0.8,0.8,0.1,0.021333333
3,0.8,0.8,0.2,0.042666667
3,0.8,0.8,0.3,0.064
3,0.8,0.8,0.4,0.085333333
3,0.8,0.8,0.5,0.106666667
3,0.8,0.8,0.6,0.128
3,0.8,0.8,0.7,0.149333333
3,0.8,0.8,0.8,0.170666667
3,0.8,0.8,0.9,0.192
3,0.8,0.8,1,0.213333333
3,0.8,0.9,0,0
3,0.8,0.9,0.1,0.024
3,0.8,0.9,0.2,0.048
3,0.8,0.9,0.3,0.072
3,0.8,0.9,0.4,0.096
3,0.8,0.9,0.5,0.12
3,0.8,0.9,0.6,0.144
3,0.8,0.9,0.7,0.168
3,0.8,0.9,0.8,0.192
3,0.8,0.9,0.9,0.216
3,0.8,0.9,1,0.24
3,0.8,1,0,0
3,0.8,1,0.1,0.026666667
3,0.8,1,0.2,0.053333333
3,0.8,1,0.3,0.08
3,0.8,1,0.4,0.106666667
3,0.8,1,0.5,0.133333333
3,0.8,1,0.6,0.16
3,0.8,1,0.7,0.186666667
3,0.8,1,0.8,0.213333333
3,0.8,1,0.9,0.24
3,0.8,1,1,0.266666667
3,0.9,0,0,0
3,0.9,0,0.1,0
3,0.9,0,0.2,0
3,0.9,0,0.3,0
3,0.9,0,0.4,0
3,0.9,0,0.5,0
3,0.9,0,0.6,0
3,0.9,0,0.7,0
3,0.9,0,0.8,0
3,0.9,0,0.9,0
3,0.9,0,1,0
3,0.9,0.1,0,0
3,0.9,0.1,0.1,0.003
3,0.9,0.1,0.2,0.006
3,0.9,0.1,0.3,0.009
3,0.9,0.1,0.4,0.012
3,0.9,0.1,0.5,0.015
3,0.9,0.1,0.6,0.018
3,0.9,0.1,0.7,0.021
3,0.9,0.1,0.8,0.024
3,0.9,0.1,0.9,0.027
3,0.9,0.1,1,0.03
3,0.9,0.2,0,0
3,0.9,0.2,0.1,0.006
3,0.9,0.2,0.2,0.012
3,0.9,0.2,0.3,0.018
3,0.9,0.2,0.4,0.024
3,0.9,0.2,0.5,0.03
3,0.9,0.2,0.6,0.036
3,0.9,0.2,0.7,0.042
3,0.9,0.2,0.8,0.048
3,0.9,0.2,0.9,0.054
3,0.9,0.2,1,0.06
3,0.9,0.3,0,0
3,0.9,0.3,0.1,0.009
3,0.9,0.3,0.2,0.018
3,0.9,0.3,0.3,0.027
3,0.9,0.3,0.4,0.036
3,0.9,0.3,0.5,0.045
3,0.9,0.3,0.6,0.054
3,0.9,0.3,0.7,0.063
3,0.9,0.3,0.8,0.072
3,0.9,0.3,0.9,0.081
3,0.9,0.3,1,0.09
3,0.9,0.4,0,0
3,0.9,0.4,0.1,0.012
3,0.9,0.4,0.2,0.024
3,0.9,0.4,0.3,0.036
3,0.9,0.4,0.4,0.048
3,0.9,0.4,0.5,0.06
3,0.9,0.4,0.6,0.072
3,0.9,0.4,0.7,0.084
3,0.9,0.4,0.8,0.096
3,0.9,0.4,0.9,0.108
3,0.9,0.4,1,0.12
3,0.9,0.5,0,0
3,0.9,0.5,0.1,0.015
3,0.9,0.5,0.2,0.03
3,0.9,0.5,0.3,0.045
3,0.9,0.5,0.4,0.06
3,0.9,0.5,0.5,0.075
3,0.9,0.5,0.6,0.09
3,0.9,0.5,0.7,0.105
3,0.9,0.5,0.8,0.12
3,0.9,0.5,0.9,0.135
3,0.9,0.5,1,0.15
3,0.9,0.6,0,0
3,0.9,0.6,0.1,0.018
3,0.9,0.6,0.2,0.036
3,0.9,0.6,0.3,0.054
3,0.9,0.6,0.4,0.072
3,0.9,0.6,0.5,0.09
3,0.9,0.6,0.6,0.108
3,0.9,0.6,0.7,0.126
3,0.9,0.6,0.8,0.144
3,0.9,0.6,0.9,0.162
3,0.9,0.6,1,0.18
3,0.9,0.7,0,0
3,0.9,0.7,0.1,0.021
3,0.9,0.7,0.2,0.042
3,0.9,0.7,0.3,0.063
3,0.9,0.7,0.4,0.084
3,0.9,0.7,0.5,0.105
3,0.9,0.7,0.6,0.126
3,0.9,0.7,0.7,0.147
3,0.9,0.7,0.8,0.168
3,0.9,0.7,0.9,0.189
3,0.9,0.7,1,0.21
3,0.9,0.8,0,0
3,0.9,0.8,0.1,0.024
3,0.9,0.8,0.2,0.048
3,0.9,0.8,0.3,0.072
3,0.9,0.8,0.4,0.096
3,0.9,0.8,0.5,0.12
3,0.9,0.8,0.6,0.144
3,0.9,0.8,0.7,0.168
3,0.9,0.8,0.8,0.192
3,0.9,0.8,0.9,0.216
3,0.9,0.8,1,0.24
3,0.9,0.9,0,0
3,0.9,0.9,0.1,0.027
3,0.9,0.9,0.2,0.054
3,0.9,0.9,0.3,0.081
3,0.9,0.9,0.4,0.108
3,0.9,0.9,0.5,0.135
3,0.9,0.9,0.6,0.162
3,0.9,0.9,0.7,0.189
3,0.9,0.9,0.8,0.216
3,0.9,0.9,0.9,0.243
3,0.9,0.9,1,0.27
3,0.9,1,0,0
3,0.9,1,0.1,0.03
3,0.9,1,0.2,0.06
3,0.9,1,0.3,0.09
3,0.9,1,0.4,0.12
3,0.9,1,0.5,0.15
3,0.9,1,0.6,0.18
3,0.9,1,0.7,0.21
3,0.9,1,0.8,0.24
3,0.9,1,0.9,0.27
3,0.9,1,1,0.3
3,1,0,0,0
3,1,0,0.1,0
3,1,0,0.2,0
3,1,0,0.3,0
3,1,0,0.4,0
3,1,0,0.5,0
3,1,0,0.6,0
3,1,0,0.7,0
3,1,0,0.8,0
3,1,0,0.9,0
3,1,0,1,0
3,1,0.1,0,0
3,1,0.1,0.1,0.003333333
3,1,0.1,0.2,0.006666667
3,1,0.1,0.3,0.01
3,1,0.1,0.4,0.013333333
3,1,0.1,0.5,0.016666667
3,1,0.1,0.6,0.02
3,1,0.1,0.7,0.023333333
3,1,0.1,0.8,0.026666667
3,1,0.1,0.9,0.03
3,1,0.1,1,0.033333333
3,1,0.2,0,0
3,1,0.2,0.1,0.006666667
3,1,0.2,0.2,0.013333333
3,1,0.2,0.3,0.02
3,1,0.2,0.4,0.026666667
3,1,0.2,0.5,0.033333333
3,1,0.2,0.6,0.04
3,1,0.2,0.7,0.046666667
3,1,0.2,0.8,0.053333333
3,1,0.2,0.9,0.06
3,1,0.2,1,0.066666667
3,1,0.3,0,0
3,1,0.3,0.1,0.01
3,1,0.3,0.2,0.02
3,1,0.3,0.3,0.03
3,1,0.3,0.4,0.04
3,1,0.3,0.5,0.05
3,1,0.3,0.6,0.06
3,1,0.3,0.7,0.07
3,1,0.3,0.8,0.08
3,1,0.3,0.9,0.09
3,1,0.3,1,0.1
3,1,0.4,0,0
3,1,0.4,0.1,0.013333333
3,1,0.4,0.2,0.026666667
3,1,0.4,0.3,0.04
3,1,0.4,0.4,0.053333333
3,1,0.4,0.5,0.066666667
3,1,0.4,0.6,0.08
3,1,0.4,0.7,0.093333333
3,1,0.4,0.8,0.106666667
3,1,0.4,0.9,0.12
3,1,0.4,1,0.133333333
3,1,0.5,0,0
3,1,0.5,0.1,0.016666667
3,1,0.5,0.2,0.033333333
3,1,0.5,0.3,0.05
3,1,0.5,0.4,0.066666667
3,1,0.5,0.5,0.083333333
3,1,0.5,0.6,0.1
3,1,0.5,0.7,0.116666667
3,1,0.5,0.8,0.133333333
3,1,0.5,0.9,0.15
3,1,0.5,1,0.166666667
3,1,0.6,0,0
3,1,0.6,0.1,0.02
3,1,0.6,0.2,0.04
3,1,0.6,0.3,0.06
3,1,0.6,0.4,0.08
3,1,0.6,0.5,0.1
3,1,0.6,0.6,0.12
3,1,0.6,0.7,0.14
3,1,0.6,0.8,0.16
3,1,0.6,0.9,0.18
3,1,0.6,1,0.2
3,1,0.7,0,0
3,1,0.7,0.1,0.023333333
3,1,0.7,0.2,0.046666667
3,1,0.7,0.3,0.07
3,1,0.7,0.4,0.093333333
3,1,0.7,0.5,0.116666667
3,1,0.7,0.6,0.14
3,1,0.7,0.7,0.163333333
3,1,0.7,0.8,0.186666667
3,1,0.7,0.9,0.21
3,1,0.7,1,0.233333333
3,1,0.8,0,0
3,1,0.8,0.1,0.026666667
3,1,0.8,0.2,0.053333333
3,1,0.8,0.3,0.08
3,1,0.8,0.4,0.106666667
3,1,0.8,0.5,0.133333333
3,1,0.8,0.6,0.16
3,1,0.8,0.7,0.186666667
3,1,0.8,0.8,0.213333333
3,1,0.8,0.9,0.24
3,1,0.8,1,0.266666667
3,1,0.9,0,0
3,1,0.9,0.1,0.03
3,1,0.9,0.2,0.06
3,1,0.9,0.3,0.09
3,1,0.9,0.4,0.12
3,1,0.9,0.5,0.15
3,1,0.9,0.6,0.18
3,1,0.9,0.7,0.21
3,1,0.9,0.8,0.24
3,1,0.9,0.9,0.27
3,1,0.9,1,0.3
3,1,1,0,0
3,1,1,0.1,0.033333333
3,1,1,0.2,0.066666667
3,1,1,0.3,0.1
3,1,1,0.4,0.133333333
3,1,1,0.5,0.166666667
3,1,1,0.6,0.2
3,1,1,0.7,0.233333333
3,1,1,0.8,0.266666667
3,1,1,0.9,0.3
3,1,1,1,0.333333333
4,0,0,0,0
4,0,0,0.1,0
4,0,0,0.2,0
4,0,0,0.3,0
4,0,0,0.4,0
4,0,0,0.5,0
4,0,0,0.6,0
4,0,0,0.7,0
4,0,0,0.8,0
4,0,0,0.9,0
4,0,0,1,0
4,0,0.1,0,0
4,0,0.1,0.1,0
4,0,0.1,0.2,0
4,0,0.1,0.3,0
4,0,0.1,0.4,0
4,0,0.1,0.5,0
4,0,0.1,0.6,0
4,0,0.1,0.7,0
4,0,0.1,0.8,0
4,0,0.1,0.9,0
4,0,0.1,1,0
4,0,0.2,0,0
4,0,0.2,0.1,0
4,0,0.2,0.2,0
4,0,0.2,0.3,0
4,0,0.2,0.4,0
4,0,0.2,0.5,0
4,0,0.2,0.6,0
4,0,0.2,0.7,0
4,0,0.2,0.8,0
4,0,0.2,0.9,0
4,0,0.2,1,0
4,0,0.3,0,0
4,0,0.3,0.1,0
4,0,0.3,0.2,0
4,0,0.3,0.3,0
4,0,0.3,0.4,0
4,0,0.3,0.5,0
4,0,0.3,0.6,0
4,0,0.3,0.7,0
4,0,0.3,0.8,0
4,0,0.3,0.9,0
4,0,0.3,1,0
4,0,0.4,0,0
4,0,0.4,0.1,0
4,0,0.4,0.2,0
4,0,0.4,0.3,0
4,0,0.4,0.4,0
4,0,0.4,0.5,0
4,0,0.4,0.6,0
4,0,0.4,0.7,0
4,0,0.4,0.8,0
4,0,0.4,0.9,0
4,0,0.4,1,0
4,0,0.5,0,0
4,0,0.5,0.1,0
4,0,0.5,0.2,0
4,0,0.5,0.3,0
4,0,0.5,0.4,0
4,0,0.5,0.5,0
4,0,0.5,0.6,0
4,0,0.5,0.7,0
4,0,0.5,0.8,0
4,0,0.5,0.9,0
4,0,0.5,1,0
4,0,0.6,0,0
4,0,0.6,0.1,0
4,0,0.6,0.2,0
4,0,0.6,0.3,0
4,0,0.6,0.4,0
4,0,0.6,0.5,0
4,0,0.6,0.6,0
4,0,0.6,0.7,0
4,0,0.6,0.8,0
4,0,0.6,0.9,0
4,0,0.6,1,0
4,0,0.7,0,0
4,0,0.7,0.1,0
4,0,0.7,0.2,0
4,0,0.7,0.3,0
4,0,0.7,0.4,0
4,0,0.7,0.5,0
4,0,0.7,0.6,0
4,0,0.7,0.7,0
4,0,0.7,0.8,0
4,0,0.7,0.9,0
4,0,0.7,1,0
4,0,0.8,0,0
4,0,0.8,0.1,0
4,0,0.8,0.2,0
4,0,0.8,0.3,0
4,0,0.8,0.4,0
4,0,0.8,0.5,0
4,0,0.8,0.6,0
4,0,0.8,0.7,0
4,0,0.8,0.8,0
4,0,0.8,0.9,0
4,0,0.8,1,0
4,0,0.9,0,0
4,0,0.9,0.1,0
4,0,0.9,0.2,0
4,0,0.9,0.3,0
4,0,0.9,0.4,0
4,0,0.9,0.5,0
4,0,0.9,0.6,0
4,0,0.9,0.7,0
4,0,0.9,0.8,0
4,0,0.9,0.9,0
4,0,0.9,1,0
4,0,1,0,0
4,0,1,0.1,0
4,0,1,0.2,0
4,0,1,0.3,0
4,0,1,0.4,0
4,0,1,0.5,0
4,0,1,0.6,0
4,0,1,0.7,0
4,0,1,0.8,0
4,0,1,0.9,0
4,0,1,1,0
4,0.1,0,0,0
4,0.1,0,0.1,0
4,0.1,0,0.2,0
4,0.1,0,0.3,0
4,0.1,0,0.4,0
4,0.1,0,0.5,0
4,0.1,0,0.6,0
4,0.1,0,0.7,0
4,0.1,0,0.8,0
4,0.1,0,0.9,0
4,0.1,0,1,0
4,0.1,0.1,0,0
4,0.1,0.1,0.1,0.00025
4,0.1,0.1,0.2,5.00E-04
4,0.1,0.1,0.3,0.00075
4,0.1,0.1,0.4,0.001
4,0.1,0.1,0.5,0.00125
4,0.1,0.1,0.6,0.0015
4,0.1,0.1,0.7,0.00175
4,0.1,0.1,0.8,0.002
4,0.1,0.1,0.9,0.00225
4,0.1,0.1,1,0.0025
